"date","geoRegion","entries","pop","sumTotal","per100Persons","per100Persons_mean7d","per100PersonsTotal","mean7d","type","version","granularity"
2020-12-23,"AI",0,16128,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-24,"AI",0,16128,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-25,"AI",0,16128,0,0,NA,0,NA,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-26,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-27,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-28,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-29,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-30,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2020-12-31,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-01,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-02,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-03,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-04,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-05,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-06,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
2021-01-07,"AI",0,16128,0,0,0,0,0,"COVID19FullyVaccPersons","2021-04-20_09-20-00","detailed"
